"Species","col_2b","col_16S","Group","Color"
"CAG-110",0,0.002613164,"s9_11","16S only"
"CAG-115",0,0.000736597,"s9_11","16S only"
"CAG-127",0,0.001262737,"s9_11","16S only"
"CAG-177",0,5.2614e-05,"s9_11","16S only"
"CAG-180",0,0.000105228,"s9_11","16S only"
"CAG-279",0,0.000105228,"s9_11","16S only"
"CAG-302",0,5.2614e-05,"s9_11","16S only"
"CAG-41",0,0.000473526,"s9_11","16S only"
"CAG-417",0,0.000280608,"s9_11","16S only"
"CAG-45",0,8.76901e-05,"s9_11","16S only"
"CAG-460",0,8.76901e-05,"s9_11","16S only"
"CAG-475",0,0.001052281,"s9_11","16S only"
"CAG-485",0,8.76901e-05,"s9_11","16S only"
"CAG-488",0,8.76901e-05,"s9_11","16S only"
"CAG-495",0,7.01521e-05,"s9_11","16S only"
"CAG-81",0,0.000227994,"s9_11","16S only"
"CAG-831",0,7.01521e-05,"s9_11","16S only"
"CAG-873",0,0.000140304,"s9_11","16S only"
"Campylobacter_A",0.007463771,0.006541679,"s9_11","shared"
"Campylobacter_B",0.000496975,0,"s9_11","2b only"
"Capnocytophaga",0.008740119,0.003191918,"s9_11","shared"
"Cardiobacterium",0.004558113,0.00317438,"s9_11","shared"
"Catenibacterium",0,0.001455655,"s9_11","16S only"
"Catonella",0.000726593,0,"s9_11","2b only"
"Centipeda",0.004034038,0.0021221,"s9_11","shared"
"Chlamydophila",0.001227252,0,"s9_11","2b only"
"Clostridioides",0,0.000157842,"s9_11","16S only"
"Clostridium",0,0.001069819,"s9_11","16S only"
"Clostridium_A",0,0.000140304,"s9_11","16S only"
"Clostridium_AN",0,0.000122766,"s9_11","16S only"
"COE1",0,3.5076e-05,"s9_11","16S only"
"Collinsella",0,0.002946386,"s9_11","16S only"
"Coprococcus",0,7.01521e-05,"s9_11","16S only"
"Corynebacterium",0.004482673,0.004612498,"s9_11","shared"
"CSP1-1",0,0.000859363,"s9_11","16S only"
"Cutibacterium",0.000473976,0,"s9_11","2b only"
"Desulfobulbus",0.000757486,0.000122766,"s9_11","shared"
"Desulfomicrobium",0.003210036,0.000227994,"s9_11","shared"
"Desulfovibrio",0,5.2614e-05,"s9_11","16S only"
"Devosia_A",0,3.5076e-05,"s9_11","16S only"
"Dialister",0.003449184,0.001367965,"s9_11","shared"
"Dietzia",0,3.5076e-05,"s9_11","16S only"
"Dorea",0,0.000368298,"s9_11","16S only"
"Duncaniella",0,0.000122766,"s9_11","16S only"
"Duodenibacillus",0,0.000455988,"s9_11","16S only"
"DUPI01",0,3.5076e-05,"s9_11","16S only"
"Dysosmobacter",0,0.000105228,"s9_11","16S only"
"Eggerthella",0,3.5076e-05,"s9_11","16S only"
"EhC02",0,8.76901e-05,"s9_11","16S only"
"Eikenella",0.001076606,0.00194672,"s9_11","shared"
"Eisenbergiella",0,3.5076e-05,"s9_11","16S only"
"Emergencia",0,0.00052614,"s9_11","16S only"
"Enterocloster",0,0.001964258,"s9_11","16S only"
"Enterococcus_B",0.000601552,0,"s9_11","2b only"
"Erysipelatoclostridium",0,5.2614e-05,"s9_11","16S only"
"Eubacterium_A",0.004000877,0.001017205,"s9_11","shared"
"Eubacterium_B",0.001194988,0.000280608,"s9_11","shared"
"Eubacterium_F",0,0.000666445,"s9_11","16S only"
"Eubacterium_G",0,0.000455988,"s9_11","16S only"
"Eubacterium_M",0.012894067,0.002806082,"s9_11","shared"
"Eubacterium_N",0,0.000315684,"s9_11","16S only"
"Eubacterium_O",0,0.000122766,"s9_11","16S only"
"Eubacterium_R",0,0.002841158,"s9_11","16S only"
"Evtepia",0,3.5076e-05,"s9_11","16S only"
"F0040",0.000700361,0.001929182,"s9_11","shared"
"F0058",0.016059684,0.005927849,"s9_11","shared"
"F0422",0.000168393,0.000245532,"s9_11","shared"
"F0428",0,5.2614e-05,"s9_11","16S only"
"Faecalibacterium",0,0.010172048,"s9_11","16S only"
"Faecalicoccus",0,7.01521e-05,"s9_11","16S only"
"Filifactor",0.006927779,0,"s9_11","2b only"
"Flavonifractor",0,8.76901e-05,"s9_11","16S only"
"Flexilinea",0.000251214,0,"s9_11","2b only"
"Formamonas",0,5.2614e-05,"s9_11","16S only"
"Fournierella",0,0.000789211,"s9_11","16S only"
"Fretibacterium",0.003314324,0,"s9_11","2b only"
"Fusicatenibacter",0,0.000841825,"s9_11","16S only"
"Fusobacterium",0.022601835,0.058226205,"s9_11","shared"
"GCA-002790365",0,7.01521e-05,"s9_11","16S only"
"Gemella",0.003708261,0.003718059,"s9_11","shared"
"Granulicatella",0.002098146,0.003998667,"s9_11","shared"
"Guyparkeria",0,7.01521e-05,"s9_11","16S only"
"GW2011-AR13",0,5.2614e-05,"s9_11","16S only"
"Haemophilus",0.000577512,0.001210123,"s9_11","shared"
"Haemophilus_A",0.00331744,0.00291131,"s9_11","shared"
"Haemophilus_D",0.026418761,0.001052281,"s9_11","shared"
"Heyndrickxia",0,3.5076e-05,"s9_11","16S only"
"Holdemanella",0,0.004700188,"s9_11","16S only"
"HOT-345",0.000709335,0.000122766,"s9_11","shared"
"Hungatella",0,3.5076e-05,"s9_11","16S only"
"Hyphomicrobium",0,5.2614e-05,"s9_11","16S only"
"Intestinimonas",0,8.76901e-05,"s9_11","16S only"
"JABCPE02",0.001036646,0,"s9_11","2b only"
"JABCPG02",0.000136529,0,"s9_11","2b only"
"JABCPH02",0.000236574,0,"s9_11","2b only"
"JABDJB01",0,0.000122766,"s9_11","16S only"
"Janibacter",1.39911e-05,0,"s9_11","2b only"
"Johnsonella",0.000878347,0.00017538,"s9_11","shared"
"Kingella",0.000164832,0,"s9_11","2b only"
"Kingella_A",0.000846197,0,"s9_11","2b only"
"Kingella_B",0.000906093,0.002543012,"s9_11","shared"
"Klebsiella",0.000113022,0,"s9_11","2b only"
"Kocuria",1.49672e-05,0.00017538,"s9_11","shared"
"Kordiimonas",0,5.2614e-05,"s9_11","16S only"
"Lachnoanaerobaculum",0.000755418,0.002315018,"s9_11","shared"
"Lachnoclostridium_B",0,3.5076e-05,"s9_11","16S only"
"Lachnospira",0,0.001490731,"s9_11","16S only"
"Lacrimispora",0,0.002455322,"s9_11","16S only"
"Lactiplantibacillus",0.000119552,7.01521e-05,"s9_11","shared"
"Lactobacillus",0,0.025009207,"s9_11","16S only"
"Lactococcus_A",0,3.5076e-05,"s9_11","16S only"
"Lancefieldella",0.001737306,0.000771673,"s9_11","shared"
"Lautropia",0.107387959,0,"s9_11","2b only"
"Lawsonella",5.31445e-05,0,"s9_11","2b only"
"Lawsonibacter",0,0.001666111,"s9_11","16S only"
"Leptotrichia",0.008774855,0.014521475,"s9_11","shared"
"Leptotrichia_A",0.001485127,0.002174714,"s9_11","shared"
"Leuconostoc",0.000113476,3.5076e-05,"s9_11","shared"
"Ligilactobacillus",0,0.00035076,"s9_11","16S only"
"Limosilactobacillus",0,0.003384837,"s9_11","16S only"
"Luminiphilus",0,7.01521e-05,"s9_11","16S only"
"Luteitalea",0,3.5076e-05,"s9_11","16S only"
"Macrococcus_B",6.29057e-05,0,"s9_11","2b only"
"Marinobacter",0,0.00035076,"s9_11","16S only"
"Massilioclostridium",0,0.000368298,"s9_11","16S only"
"Massilistercora",0,8.76901e-05,"s9_11","16S only"
"Mediterraneibacter",0,0.000140304,"s9_11","16S only"
"Megasphaera",0,0.001631035,"s9_11","16S only"
"Metamycoplasma",0,0.00061383,"s9_11","16S only"
"Methanococcoides",0,0.000333222,"s9_11","16S only"
"Methanoperedens_A",0,0.000666445,"s9_11","16S only"
"Methyloligella",0,3.5076e-05,"s9_11","16S only"
"Micrococcus",6.23634e-05,8.76901e-05,"s9_11","shared"
"Mitsuokella",0,5.2614e-05,"s9_11","16S only"
"Mobiluncus",0,0.00035076,"s9_11","16S only"
"Mogibacterium",0.004973431,0.000315684,"s9_11","shared"
"Monoglobus",0,0.000105228,"s9_11","16S only"
"Moraxella",0,0.000333222,"s9_11","16S only"
"MP8T-1",0,3.5076e-05,"s9_11","16S only"
"Muribaculum",0,8.76901e-05,"s9_11","16S only"
"Muricomes",0,0.000105228,"s9_11","16S only"
"Mycobacterium",0,3.5076e-05,"s9_11","16S only"
"Naumannella",0,3.5076e-05,"s9_11","16S only"
"Neisseria",0.14458098,0.174082323,"s9_11","shared"
"NIOZ-UU36",0,3.5076e-05,"s9_11","16S only"
"Nitrosopelagicus",0,0.000122766,"s9_11","16S only"
"Nitrosopumilus",0,0.001473193,"s9_11","16S only"
"NSJ-38",0,5.2614e-05,"s9_11","16S only"
"Odoribacter",0,7.01521e-05,"s9_11","16S only"
"Olsenella",0.000602632,0.00026307,"s9_11","shared"
"Olsenella_E",0,0.001175047,"s9_11","16S only"
"OMJR01",0,8.76901e-05,"s9_11","16S only"
"Oribacterium",0.004040122,0.002928848,"s9_11","shared"
"Oscillibacter",0,0.000736597,"s9_11","16S only"
"Ottowia",0.00088333,0.001332889,"s9_11","shared"
"PALSA-986",0,3.5076e-05,"s9_11","16S only"
"Parabacteroides",0,0.002104562,"s9_11","16S only"
"Paraeggerthella",0,0.000122766,"s9_11","16S only"
"Paraprevotella",0,0.000315684,"s9_11","16S only"
"Parasphingorhabdus",0,0.000227994,"s9_11","16S only"
"Parvimonas",0.014554859,0.00573493,"s9_11","shared"
"Pauljensenia",0.004452643,0.003191918,"s9_11","shared"
"Peptidiphaga",0.002379845,0,"s9_11","2b only"
"Peptoanaerobacter",0.001318542,0.000999667,"s9_11","shared"
"Peptostreptococcus",0,0.00026307,"s9_11","16S only"
"Phascolarctobacterium_A",0,0.014223329,"s9_11","16S only"
"Phil1",0,3.5076e-05,"s9_11","16S only"
"Phocaeicola",0.000294443,0.005050948,"s9_11","shared"
"Photobacterium",0,3.5076e-05,"s9_11","16S only"
"Porphyromonas",0.032601624,0.026342096,"s9_11","shared"
"Prevotella",0.047437586,0.028902646,"s9_11","shared"
"Prevotellamassilia",0,0.003156842,"s9_11","16S only"
"Pseudobutyrivibrio",0,3.5076e-05,"s9_11","16S only"
"Pseudoleptotrichia",0.002316196,0.001262737,"s9_11","shared"
"Pseudomonas_E",0,7.01521e-05,"s9_11","16S only"
"Pseudoramibacter",3.18867e-05,0,"s9_11","2b only"
"PSPM01",0,0.000105228,"s9_11","16S only"
"Quisquiliibacterium",0,0.000105228,"s9_11","16S only"
"Ralstonia",0.000247819,0,"s9_11","2b only"
"RC9",0,0.000754135,"s9_11","16S only"
"REDI01",0,5.2614e-05,"s9_11","16S only"
"RF16",0,0.00043845,"s9_11","16S only"
"Rhodovulum",0,7.01521e-05,"s9_11","16S only"
"Rodentibacter",3.89364e-05,0,"s9_11","2b only"
"Romboutsia",0,0.000385836,"s9_11","16S only"
"Roseburia",0,0.00538417,"s9_11","16S only"
"Roseibacillus_B",0,0.000122766,"s9_11","16S only"
"Rothia",0.195259064,0.209930023,"s9_11","shared"
"RQZE01",0,0.000210456,"s9_11","16S only"
"RUG13077",0,8.76901e-05,"s9_11","16S only"
"RUG13160",0,0.000140304,"s9_11","16S only"
"RUG410",0,3.5076e-05,"s9_11","16S only"
"Ruminiclostridium",0,5.2614e-05,"s9_11","16S only"
"Ruminococcus",0,8.76901e-05,"s9_11","16S only"
"Ruminococcus_A",0,0.000105228,"s9_11","16S only"
"Ruminococcus_B",0,8.76901e-05,"s9_11","16S only"
"Ruminococcus_C",0,0.000894439,"s9_11","16S only"
"Ruminococcus_E",0,0.000736597,"s9_11","16S only"
"Ruthenibacterium",0,0.000561216,"s9_11","16S only"
"Saccharimonas",0.006410481,0,"s9_11","2b only"
"Scardovia",0.000232342,3.5076e-05,"s9_11","shared"
"Schaedlerella",0,5.2614e-05,"s9_11","16S only"
"Schwartzia",0,0.00026307,"s9_11","16S only"
"SDRW01",0.004095114,0.000543678,"s9_11","shared"
"Selenomonas",0.000802388,0.00052614,"s9_11","shared"
"Selenomonas_A",0,0.000368298,"s9_11","16S only"
"Senegalimassilia",0,3.5076e-05,"s9_11","16S only"
"Serratia",0,3.5076e-05,"s9_11","16S only"
"SFTJ01",0,0.000333222,"s9_11","16S only"
"Shuttleworthia",0.000262227,0,"s9_11","2b only"
"Simonsiella",0,7.01521e-05,"s9_11","16S only"
"Slackia",0.0003421,0.000245532,"s9_11","shared"
"Slackia_A",0,8.76901e-05,"s9_11","16S only"
"SM1-50",0,8.76901e-05,"s9_11","16S only"
"SMTZ1-45",0,3.5076e-05,"s9_11","16S only"
"SMTZ1-83",0,3.5076e-05,"s9_11","16S only"
"SMWR01",0,5.2614e-05,"s9_11","16S only"
"Sneathiella",0,3.5076e-05,"s9_11","16S only"
"Snodgrassella",0,5.2614e-05,"s9_11","16S only"
"SoCistrobi",0,0.000140304,"s9_11","16S only"
"Soleaferrea",0,0.000227994,"s9_11","16S only"
"Sphingomonas",0,5.2614e-05,"s9_11","16S only"
"SR-FBR-E99",0,3.5076e-05,"s9_11","16S only"
"Staphylococcus",0.000128456,8.76901e-05,"s9_11","shared"
"Stomatobaculum",4.93484e-05,0,"s9_11","2b only"
"Streptococcus",0.169670615,0.208053456,"s9_11","shared"
"Streptomyces",0,3.5076e-05,"s9_11","16S only"
"Succinivibrio",0,0.000157842,"s9_11","16S only"
"Sulfitobacter",0,0.00017538,"s9_11","16S only"
"Sulfurovum",0,0.000157842,"s9_11","16S only"
"Sutterella",0,0.000420912,"s9_11","16S only"
"SZUA-217",0,5.2614e-05,"s9_11","16S only"
"Tannerella",0.019805893,0.003156842,"s9_11","shared"
"Terrisporobacter",0,0.000455988,"s9_11","16S only"
"TF01-11",0,5.2614e-05,"s9_11","16S only"
"Thermoanaerosceptrum",0,0.000315684,"s9_11","16S only"
"TM7x",0.004252992,0.001227661,"s9_11","shared"
"TMED25",0,3.5076e-05,"s9_11","16S only"
"Trebonia",0,3.5076e-05,"s9_11","16S only"
"Treponema",0.002952814,0.003700521,"s9_11","shared"
"Treponema_B",0.004611729,0.001806415,"s9_11","shared"
"Treponema_C",0.003175267,0.000789211,"s9_11","shared"
"Treponema_D",0.00114136,0.002928848,"s9_11","shared"
"Turicibacter",0,0.000596292,"s9_11","16S only"
"UBA10029",0,5.2614e-05,"s9_11","16S only"
"UBA1103",0.005364901,0.000894439,"s9_11","shared"
"UBA1191",0,0.000631368,"s9_11","16S only"
"UBA1394",0,0.000105228,"s9_11","16S only"
"UBA1417",0,0.000455988,"s9_11","16S only"
"UBA1844",0,5.2614e-05,"s9_11","16S only"
"UBA203",0,7.01521e-05,"s9_11","16S only"
"UBA2730",0,0.000157842,"s9_11","16S only"
"UBA2767",0,8.76901e-05,"s9_11","16S only"
"UBA2866",0.000566526,0.000245532,"s9_11","shared"
"UBA3125",0,5.2614e-05,"s9_11","16S only"
"UBA3402",0,3.5076e-05,"s9_11","16S only"
"UBA4372",0,0.000403374,"s9_11","16S only"
"UBA5446",0,0.001981796,"s9_11","16S only"
"UBA6092",0,5.2614e-05,"s9_11","16S only"
"UBA644",0,3.5076e-05,"s9_11","16S only"
"UBA7050",0,0.00017538,"s9_11","16S only"
"UBA7160",0,0.000140304,"s9_11","16S only"
"UBA7173",0,8.76901e-05,"s9_11","16S only"
"UBA733",0,7.01521e-05,"s9_11","16S only"
"UBA7939",0,0.000157842,"s9_11","16S only"
"UBA8529",0,0.00194672,"s9_11","16S only"
"UBA9145",0,3.5076e-05,"s9_11","16S only"
"UBA9475",0,3.5076e-05,"s9_11","16S only"
"UBA9502",0,0.00017538,"s9_11","16S only"
"UBA9637",0,3.5076e-05,"s9_11","16S only"
"UMGS1071",0,7.01521e-05,"s9_11","16S only"
"UMGS1375",0,0.000210456,"s9_11","16S only"
"UMGS1872",0,0.002016872,"s9_11","16S only"
"V1718",0,7.01521e-05,"s9_11","16S only"
"Vallitalea_A",0,0.001911643,"s9_11","16S only"
"Veillonella",0.010958436,0.004314351,"s9_11","shared"
"Vermiphilus",0,3.5076e-05,"s9_11","16S only"
"W11650",0.000678959,0,"s9_11","2b only"
"W5053",0,5.2614e-05,"s9_11","16S only"
"Weissella",0.000432616,0.00017538,"s9_11","shared"
"WHTK01",0,5.2614e-05,"s9_11","16S only"
"WHTN01",0,8.76901e-05,"s9_11","16S only"
"Woeseia",0,8.76901e-05,"s9_11","16S only"
"66-474",0,0.003997033,"s9_12","16S only"
"AAA536-G10",0,9.08416e-05,"s9_12","16S only"
"Abiotrophia",0.000370585,0.00054505,"s9_12","shared"
"Acetomicrobium",0,0.001180941,"s9_12","16S only"
"Achromobacter",0,7.57014e-05,"s9_12","16S only"
"Acidipila",0,0.002104498,"s9_12","16S only"
"Acidisphaera",0,0.000287665,"s9_12","16S only"
"Acinetobacter",8.44696e-05,9.08416e-05,"s9_12","shared"
"Actibacterium",0,3.02805e-05,"s9_12","16S only"
"Actinomarina",0,7.57014e-05,"s9_12","16S only"
"Actinomyces",0.008891643,0.001392905,"s9_12","shared"
"Actinospica",0,9.08416e-05,"s9_12","16S only"
"AG29",0,3.02805e-05,"s9_12","16S only"
"Aggregatibacter",0.008580431,0.011869975,"s9_12","shared"
"Alcaligenes",2.89783e-05,0,"s9_12","2b only"
"Aliidongia",0,3.02805e-05,"s9_12","16S only"
"Allisonella",0,7.57014e-05,"s9_12","16S only"
"Alloprevotella",0.003270053,0,"s9_12","2b only"
"Altererythrobacter",0,0.000121122,"s9_12","16S only"
"Aminipila",0,0.000862996,"s9_12","16S only"
"Aminivibrio",0,0.003906191,"s9_12","16S only"
"Anaeroglobus",0.000917882,0.000454208,"s9_12","shared"
"Anaerotignum",0,3.02805e-05,"s9_12","16S only"
"Ancrocorticia",0,0.000257385,"s9_12","16S only"
"Anderseniella",0,9.08416e-05,"s9_12","16S only"
"Aquamicrobium_A",0,3.02805e-05,"s9_12","16S only"
"Aquisalinus",0,4.54208e-05,"s9_12","16S only"
"Arachnia",0.006276642,9.08416e-05,"s9_12","shared"
"Aureibaculum",0,0.000348226,"s9_12","16S only"
"Aureimonas_A",0,0.000439068,"s9_12","16S only"
"Aureitalea",0,3.02805e-05,"s9_12","16S only"
"Azospirillum",0,0.000136262,"s9_12","16S only"
"Bacillus",0,7.57014e-05,"s9_12","16S only"
"Bacillus_A",0.0001051,0,"s9_12","2b only"
"BACL14",0,0.000272525,"s9_12","16S only"
"Bacteroides",0,4.54208e-05,"s9_12","16S only"
"Bacteroides_D",7.57977e-05,0,"s9_12","2b only"
"BD2-11",0,3.02805e-05,"s9_12","16S only"
"Bdellovibrio",0,3.02805e-05,"s9_12","16S only"
"Bergeyella_A",0.000122036,3.02805e-05,"s9_12","shared"
"Bifidobacterium",0,4.54208e-05,"s9_12","16S only"
"BJHT01",0,3.02805e-05,"s9_12","16S only"
"Blautia",0,3.02805e-05,"s9_12","16S only"
"BMAH01",0,4.54208e-05,"s9_12","16S only"
"BOG-1338",0,7.57014e-05,"s9_12","16S only"
"BOG-1460",0,3.02805e-05,"s9_12","16S only"
"Bordetella_C",0,7.57014e-05,"s9_12","16S only"
"Bosea",0,4.54208e-05,"s9_12","16S only"
"Bradyrhizobium",0,0.000166543,"s9_12","16S only"
"Brevibacillus",3.09246e-05,0,"s9_12","2b only"
"Brevibacillus_D",2.46532e-05,3.02805e-05,"s9_12","shared"
"Bulleidia",0.001615642,0.000423928,"s9_12","shared"
"Butyrivibrio",0,0.000635892,"s9_12","16S only"
"CACBGS01",0,3.02805e-05,"s9_12","16S only"
"CACEJU01",0,7.57014e-05,"s9_12","16S only"
"CACIUL01",0,4.54208e-05,"s9_12","16S only"
"CADCWI01",0,3.02805e-05,"s9_12","16S only"
"CAG-475",0,0.000363367,"s9_12","16S only"
"CAG-485",1.39485e-05,0,"s9_12","2b only"
"CAIUMM01",0,4.54208e-05,"s9_12","16S only"
"CAIXZV01",0,6.05611e-05,"s9_12","16S only"
"Caldilinea",0,0.000105982,"s9_12","16S only"
"Campylobacter_A",0.026049754,0.037396478,"s9_12","shared"
"Campylobacter_B",0.002836591,0,"s9_12","2b only"
"Capnocytophaga",0.043894423,0.005420218,"s9_12","shared"
"Cardiobacterium",0.024224521,0.013278021,"s9_12","shared"
"Catonella",0.00075127,0,"s9_12","2b only"
"Centipeda",0.006419323,0.000938697,"s9_12","shared"
"CF-113",0,3.02805e-05,"s9_12","16S only"
"Chitinophaga",0,0.000681312,"s9_12","16S only"
"Chthoniobacter",0,3.02805e-05,"s9_12","16S only"
"Citrobacter",0,3.02805e-05,"s9_12","16S only"
"Clostridioides",0,6.05611e-05,"s9_12","16S only"
"Clostridium",0,4.54208e-05,"s9_12","16S only"
"Clostridium_F",0,4.54208e-05,"s9_12","16S only"
"Clostridium_H",0,0.000196824,"s9_12","16S only"
"Clostridium_P",0,3.02805e-05,"s9_12","16S only"
"Cohaesibacter",0,3.02805e-05,"s9_12","16S only"
"Coleofasciculus",0,3.02805e-05,"s9_12","16S only"
"Companilactobacillus",0,0.000136262,"s9_12","16S only"
"Conexibacter_A",0,3.02805e-05,"s9_12","16S only"
"Congregibacter",0,3.02805e-05,"s9_12","16S only"
"Corynebacterium",0.003585058,0.001302064,"s9_12","shared"
"Cutibacterium",0.00258184,3.02805e-05,"s9_12","shared"
"Dactylosporangium",0,0.000166543,"s9_12","16S only"
"DB6-IX",0,3.02805e-05,"s9_12","16S only"
"Desertimonas",0,3.02805e-05,"s9_12","16S only"
"Desulfobulbus",0.002008238,0.000423928,"s9_12","shared"
"Desulfobulbus_A",0,7.57014e-05,"s9_12","16S only"
"Desulfonispora",0,3.02805e-05,"s9_12","16S only"
"Desulfopila",0,7.57014e-05,"s9_12","16S only"
"Desulfosarcina",0,3.02805e-05,"s9_12","16S only"
"Devosia_A",0,6.05611e-05,"s9_12","16S only"
"Dialister",0.003904131,0.003694227,"s9_12","shared"
"Dictyobacter",0,0.000166543,"s9_12","16S only"
"Dokdonella_A",0,0.000151403,"s9_12","16S only"
"DSWT01",0,4.54208e-05,"s9_12","16S only"
"DTPP01",0,3.02805e-05,"s9_12","16S only"
"Dubosiella",0,4.54208e-05,"s9_12","16S only"
"Dyella",0,0.000348226,"s9_12","16S only"
"EC70",0,3.02805e-05,"s9_12","16S only"
"Edaphobacter",0,6.05611e-05,"s9_12","16S only"
"Eikenella",0.003879173,0.002634408,"s9_12","shared"
"Enterobacter",0,0.000121122,"s9_12","16S only"
"Enterovibrio",0,6.05611e-05,"s9_12","16S only"
"ER46",0,9.08416e-05,"s9_12","16S only"
"Eubacterium_A",0.003734255,0.001256643,"s9_12","shared"
"Eubacterium_B",0.003047814,0.000772154,"s9_12","shared"
"Eubacterium_M",0.011681008,0.00333086,"s9_12","shared"
"Eubacterium_N",0.011583453,0.002558706,"s9_12","shared"
"F0040",0.000990048,0.000696453,"s9_12","shared"
"F0058",0.040027636,0.012097079,"s9_12","shared"
"F0422",0,0.000105982,"s9_12","16S only"
"F0428",0,4.54208e-05,"s9_12","16S only"
"F1-60-MAGs140",0,0.000151403,"s9_12","16S only"
"Faecalibacterium",0,7.57014e-05,"s9_12","16S only"
"Ferrimonas",0,6.05611e-05,"s9_12","16S only"
"Filifactor",0.020107416,0,"s9_12","2b only"
"Flavipsychrobacter",0,0.000121122,"s9_12","16S only"
"Flexilinea",0.000474074,0,"s9_12","2b only"
"Fretibacterium",0.005950308,0,"s9_12","2b only"
"Fulvivirga",0,0.000151403,"s9_12","16S only"
"Furfurilactobacillus",0,7.57014e-05,"s9_12","16S only"
"Fusobacterium",0.04503581,0.228618147,"s9_12","shared"
"Fusobacterium_B",0,3.02805e-05,"s9_12","16S only"
"FW305-bin1",0,3.02805e-05,"s9_12","16S only"
"Ga0077541",0,9.08416e-05,"s9_12","16S only"
"GCA-2737725",0,3.02805e-05,"s9_12","16S only"
"GCA-2746365",0,3.02805e-05,"s9_12","16S only"
"GCA-2748055",0,4.54208e-05,"s9_12","16S only"
"Gemella",0.005579691,0.026041272,"s9_12","shared"
"GN02-872",0.000875743,0.000242244,"s9_12","shared"
"GN02-873",0.000228405,0,"s9_12","2b only"
"Gordonia",0,6.05611e-05,"s9_12","16S only"
"Gp13-AA74",0,7.57014e-05,"s9_12","16S only"
"Granulibacter",0,0.000121122,"s9_12","16S only"
"Granulicatella",0.002750926,0.010673894,"s9_12","shared"
"GYS-P2D",0,4.54208e-05,"s9_12","16S only"
"Haemophilus",0.005089454,0.001756272,"s9_12","shared"
"Haemophilus_A",0.006434958,0.000590471,"s9_12","shared"
"Haemophilus_D",0.056515799,0.006237793,"s9_12","shared"
"Halarsenatibacter",0,0.000196824,"s9_12","16S only"
"Halioglobus",0,7.57014e-05,"s9_12","16S only"
"Halobacteriovorax",0,3.02805e-05,"s9_12","16S only"
"Halodesulfovibrio",0,0.000196824,"s9_12","16S only"
"Halothermothrix",0,3.02805e-05,"s9_12","16S only"
"HGW-1",0,3.02805e-05,"s9_12","16S only"
"HIMB11",0,0.00110524,"s9_12","16S only"
"HIMB30",0,0.000166543,"s9_12","16S only"
"HIMB59",0,3.02805e-05,"s9_12","16S only"
"Hoeflea",0,0.000151403,"s9_12","16S only"
"HOT-345",0.003087381,0.001332344,"s9_12","shared"
"Hydrogenophilus",1.61111e-05,0,"s9_12","2b only"
"Hyphomicrobium",0,0.000348226,"s9_12","16S only"
"Hyphomonas",0,0.000121122,"s9_12","16S only"
"Ideonella",0,3.02805e-05,"s9_12","16S only"
"Ilumatobacter",0,0.000802435,"s9_12","16S only"
"IMCC26207",0,9.08416e-05,"s9_12","16S only"
"Inediibacterium",0,3.02805e-05,"s9_12","16S only"
"J124",0,6.05611e-05,"s9_12","16S only"
"JAADHO01",0,0.000211964,"s9_12","16S only"
"JAAGVW01",0,4.54208e-05,"s9_12","16S only"
"JABCPE02",0.000445947,0,"s9_12","2b only"
"JABCPG02",0.000523624,0,"s9_12","2b only"
"JABDBE01",0,0.000105982,"s9_12","16S only"
"JABDDM01",0,4.54208e-05,"s9_12","16S only"
"JABDEJ01",0,3.02805e-05,"s9_12","16S only"
"JABDJB01",0,4.54208e-05,"s9_12","16S only"
"JABDJL01",0,0.000196824,"s9_12","16S only"
"JABDMD01",0,4.54208e-05,"s9_12","16S only"
"JABSQH01",0,3.02805e-05,"s9_12","16S only"
"JACDCK01",0,9.08416e-05,"s9_12","16S only"
"JACDDU01",0,3.02805e-05,"s9_12","16S only"
"Jatrophihabitans",0,0.000181683,"s9_12","16S only"
"JCVI-SCAAA005",0,3.02805e-05,"s9_12","16S only"
"Johnsonella",0.009153609,0.002922073,"s9_12","shared"
"KBS-96",0,0.000772154,"s9_12","16S only"
"Kineobactrum",0,7.57014e-05,"s9_12","16S only"
"Kingella_A",0.00010802,0,"s9_12","2b only"
"Kingella_B",0.000162889,0.001937955,"s9_12","shared"
"Klebsiella",3.28709e-05,0,"s9_12","2b only"
"Ktedonosporobacter",0,9.08416e-05,"s9_12","16S only"
"L227-S17",0,4.54208e-05,"s9_12","16S only"
"Labilithrix",0,0.000227104,"s9_12","16S only"
"Lachnoanaerobaculum",0.001786243,0.009629215,"s9_12","shared"
"Lacrimispora",0,3.02805e-05,"s9_12","16S only"
"Lactiplantibacillus",0,0.000151403,"s9_12","16S only"
"Lactobacillus",0.000163749,0,"s9_12","2b only"
"Lancefieldella",0.000976,0.000181683,"s9_12","shared"
"Latilactobacillus",0,0.000938697,"s9_12","16S only"
"Lautropia",0.006590242,0,"s9_12","2b only"
"Lawsonella",0.000558348,3.02805e-05,"s9_12","shared"
"Legionella",0.000469373,0,"s9_12","2b only"
"Leptotrichia",0.002213829,0.005541341,"s9_12","shared"
"Leptotrichia_A",0.00313589,0.007433875,"s9_12","shared"
"Leuconostoc",0,0.000711593,"s9_12","16S only"
"Levilactobacillus",0,0.000105982,"s9_12","16S only"
"LGRT01",0,4.54208e-05,"s9_12","16S only"
"Ligilactobacillus",0,6.05611e-05,"s9_12","16S only"
