Genus,col_2b,col_16S,Group,Color
Pauljensenia,0.002753366,0.00072569,s11_12,shared
Pediococcus,0,0.00167312,s11_12,16S only
Peptidiphaga,0.001792007,0,s11_12,2b only
Peptoanaerobacter,0.001490808,0.00143122,s11_12,shared
Peptostreptococcus,0.001897978,0.00179407,s11_12,shared
Phocaeicola,0,0.00010079,s11_12,16S only
Porphyromonas,0.016750168,0.013102731,s11_12,shared
Prevotella,0.071406233,0.012981781,s11_12,shared
Prevotellamassilia,0,0.00026205,s11_12,16S only
PRS1,0,4.03E-05,s11_12,16S only
Pseudoleptotrichia,0.000625011,0.00338655,s11_12,shared
Pseudomonas_A,3.49E-05,0,s11_12,2b only
Pseudomonas_E,0,0.00141106,s11_12,16S only
QFNR01,0.0001274,0,s11_12,2b only
QHYU01,0,0.00018142,s11_12,16S only
Quisquiliibacterium,1.47E-05,0,s11_12,2b only
Ralstonia,4.99E-05,0,s11_12,2b only
RC9,0,0.00042332,s11_12,16S only
RKRQ01,0,0.00010079,s11_12,16S only
Rodentibacter,0.000261941,0,s11_12,2b only
Roseibacillus_B,0,6.05E-05,s11_12,16S only
Rothia,0.186346421,0.21970249,s11_12,shared
Rubrimentiphilum,0,0.00036284,s11_12,16S only
Rubritalea,0,0.00012095,s11_12,16S only
Rudaea,0,0.00028221,s11_12,16S only
Ruegeria,0,0.00229802,s11_12,16S only
Saccharimonas,0.002845106,0,s11_12,2b only
SBAT01,0,6.05E-05,s11_12,16S only
Scardovia,2.85E-05,0,s11_12,2b only
SCGC-AG-212-F23,0,4.03E-05,s11_12,16S only
SCSIO-58843,0,0.00010079,s11_12,16S only
SDRW01,0.000806118,0.00022174,s11_12,shared
Sedimenticola_A,0,6.05E-05,s11_12,16S only
Selenomonas,0.001614363,0.0012498,s11_12,shared
Senegalimassilia,0,4.03E-05,s11_12,16S only
Shuttleworthia,0.000599494,0,s11_12,2b only
Sinorhizobium,0,0.00010079,s11_12,16S only
Slackia,0.000857357,0,s11_12,2b only
Solirubrobacter,0,0.00016126,s11_12,16S only
Sphingobium,0,0.00046363,s11_12,16S only
Sphingomicrobium,0,0.00026205,s11_12,16S only
Sphingomonas,2.44E-05,0.00020158,s11_12,shared
Spirillospora,0,0.00058458,s11_12,16S only
Staphylococcus,0.00022104,0,s11_12,2b only
Stenotrophomonas,0,0.00018142,s11_12,16S only
Stomatobaculum,1.14E-05,0,s11_12,2b only
Streptococcus,0.046010381,0.064566206,s11_12,shared
Sulfotelmatobacter,0,0.00018142,s11_12,16S only
Synechococcus_C,0,0.00036284,s11_12,16S only
SZUA-217,0,0.00020158,s11_12,16S only
SZUA-442,0,0.00078616,s11_12,16S only
Tannerella,0.027274449,0.00385019,s11_12,shared
Tardiphaga,1.04E-05,0,s11_12,2b only
Thiodiazotropha,0,6.05E-05,s11_12,16S only
TM7x,0.00235236,0.00034269,s11_12,shared
Treponema,0.003674031,0.00397113,s11_12,shared
Treponema_B,0.00259598,0.00171343,s11_12,shared
Treponema_C,0.00206037,0.00064506,s11_12,shared
Treponema_D,0.000766983,0.00078616,s11_12,shared
Trinickia,0,0.00050395,s11_12,16S only
Tumebacillus_A,0,0.00183438,s11_12,16S only
UBA1103,0.001282378,0.00014111,s11_12,shared
UBA11361,0,6.05E-05,s11_12,16S only
UBA11869,0,2.02E-05,s11_12,16S only
UBA1191,0,0.00020158,s11_12,16S only
UBA1844,0,0.000383,s11_12,16S only
UBA2866,0,0.00036284,s11_12,16S only
UBA4427,0,4.03E-05,s11_12,16S only
UBA8529,0,0.0037494,s11_12,16S only
UBA964,0,0.00064506,s11_12,16S only
UMGS1907,0.000123923,0,s11_12,2b only
Vallitalea,0,0.00018142,s11_12,16S only
Vallitalea_A,0,0.00179407,s11_12,16S only
Veillonella,0.010085918,0.00358813,s11_12,shared
VYCW01,0,0.00012095,s11_12,16S only
W11650,0.001412811,0,s11_12,2b only
WLWV01,0,0.00020158,s11_12,16S only
Wolbachia,0,0.00070553,s11_12,16S only
WTGL01,0,0.00014111,s11_12,16S only
Z2-YC6860,0,0.00018142,s11_12,16S only
Abiotrophia,0.000521425,0.00028413,s11_14,shared
Acetatifactor,0,0.00381795,s11_14,16S only
Acidaminococcus,0,0.00063928,s11_14,16S only
Acinetobacter,8.21E-05,0,s11_14,2b only
Actinobacillus_A,0,0.0003374,s11_14,16S only
Actinomyces,0.006656497,0.001687,s11_14,shared
Acutalibacter,0,0.00017758,s11_14,16S only
Adlercreutzia,0,3.55E-05,s11_14,16S only
Agathobaculum,0,0.00046171,s11_14,16S only
Aggregatibacter,0.02173006,0.0183439,s11_14,shared
Akkermansia,0,0.00012431,s11_14,16S only
Alistipes,0,0.00275247,s11_14,16S only
Alistipes_A,0,0.00047946,s11_14,16S only
Allisonella,0.003278288,0.00166924,s11_14,shared
Alloprevotella,0.01130686,0,s11_14,2b only
Amedibacterium,0,0.00026637,s11_14,16S only
Aminipila,0,0.00037292,s11_14,16S only
Aminivibrio,0,0.0031609,s11_14,16S only
Anaerobutyricum,0,0.00227301,s11_14,16S only
Anaeroglobus,0.001335243,0.00015982,s11_14,shared
Anaeromassilibacillus,0,0.00031964,s11_14,16S only
Anaerosacchariphilus,0,0.00165148,s11_14,16S only
Anaerostipes,0,0.00159821,s11_14,16S only
Anaerotignum,0,0.0021487,s11_14,16S only
Anaerotruncus,0,0.00021309,s11_14,16S only
Anaerovibrio,0,0.00019534,s11_14,16S only
Ancrocorticia,0,0.00019534,s11_14,16S only
Arachnia,0.000583888,0,s11_14,2b only
Aureimonas_A,0,0.00072807,s11_14,16S only
Bacillus_A,6.60E-05,0,s11_14,2b only
Bacteroides,9.17E-05,0.0238666,s11_14,shared
Bacteroides_D,0.000505839,0,s11_14,2b only
Bariatricus,0,0.00298333,s11_14,16S only
Barnesiella,0,0.00120754,s11_14,16S only
Bergeyella_A,0,0.00031964,s11_14,16S only
Bifidobacterium,0.000945122,0.00880791,s11_14,shared
Blautia,0,0.00142063,s11_14,16S only
Blautia_A,0,0.028696749,s11_14,16S only
Bulleidia,0.002096156,0.00051498,s11_14,shared
Butyricicoccus_A,0,0.00094117,s11_14,16S only
Butyricimonas,0,0.00058601,s11_14,16S only
CAG-1000,0,7.10E-05,s11_14,16S only
CAG-110,0,0.00092341,s11_14,16S only
CAG-115,0,0.00047946,s11_14,16S only
CAG-127,0,0.00436844,s11_14,16S only
CAG-177,0,0.00095893,s11_14,16S only
CAG-180,0,0.00094117,s11_14,16S only
CAG-302,0,0.00015982,s11_14,16S only
CAG-41,0,0.00081686,s11_14,16S only
CAG-460,0,0.00010655,s11_14,16S only
CAG-475,0,0.00087014,s11_14,16S only
CAG-488,0,0.00037292,s11_14,16S only
CAG-521,0,0.00069256,s11_14,16S only
CAG-594,0,0.00037292,s11_14,16S only
CAG-632,0,0.00300108,s11_14,16S only
CAG-791,2.26E-05,0,s11_14,2b only
CAG-793,0.000229679,0,s11_14,2b only
Campylobacter,0.000119558,0,s11_14,2b only
Campylobacter_A,0.013074446,0.01992435,s11_14,shared
Campylobacter_B,0.00040095,0,s11_14,2b only
Capnocytophaga,0.008673591,0.00177579,s11_14,shared
Caprobacter,0,0.00014206,s11_14,16S only
Cardiobacterium,0.002301238,0.001687,s11_14,shared
Catenibacterium,0,0.00062153,s11_14,16S only
Catonella,0.001097664,0,s11_14,2b only
Centipeda,0.0017648,0.00126081,s11_14,shared
Clostridioides,0,0.00047946,s11_14,16S only
Clostridium,0,0.00120754,s11_14,16S only
Clostridium_A,0,8.88E-05,s11_14,16S only
Clostridium_Q,0,0.00012431,s11_14,16S only
Collinsella,0,0.00227301,s11_14,16S only
Corynebacterium,0.006446538,0.00188234,s11_14,shared
Criibacterium,0.000105579,0,s11_14,2b only
Cryptobacterium,4.28E-05,0,s11_14,2b only
Cutibacterium,0.00035791,0,s11_14,2b only
Desulfobulbus,0.001398362,0.00014206,s11_14,shared
Dialister,0.002355438,0.00138512,s11_14,shared
Dorea,0,0.00122529,s11_14,16S only
Dorea_B,0,1.78E-05,s11_14,16S only
Duncaniella,0,0.00017758,s11_14,16S only
Duodenibacillus,0,0.00225525,s11_14,16S only
Dysosmobacter,0,0.00015982,s11_14,16S only
Eggerthella,0,0.00019534,s11_14,16S only
Eikenella,0.001243219,0.00149166,s11_14,shared
Emergencia,0,0.00017758,s11_14,16S only
Enorma,0,0.00024861,s11_14,16S only
Enterobacter,2.54E-05,0,s11_14,2b only
Enterocloster,8.88E-05,0.00449275,s11_14,shared
Erysipelatoclostridium,0,0.00053274,s11_14,16S only
Eubacterium_A,0.028454235,0.00456378,s11_14,shared
Eubacterium_B,0.001507184,0,s11_14,2b only
Eubacterium_G,0,0.00111875,s11_14,16S only
Eubacterium_M,0.0153263,0.00152718,s11_14,shared
Eubacterium_N,4.92E-05,0.00087014,s11_14,shared
Eubacterium_O,0,8.88E-05,s11_14,16S only
Eubacterium_R,0,0.00625078,s11_14,16S only
Evtepia,0,0.00023085,s11_14,16S only
F0040,0.008423714,0.027435939,s11_14,shared
F0058,0.007003284,0.00154494,s11_14,shared
F0422,0.004371754,0.00390674,s11_14,shared
F0428,0.000154388,0.00021309,s11_14,shared
Faecalibacterium,0,0.041944129,s11_14,16S only
Filifactor,0.028429424,0,s11_14,2b only
Flexilinea,0.000489243,0,s11_14,2b only
Fournierella,0,0.00205992,s11_14,16S only
Fretibacterium,0.005827226,0,s11_14,2b only
Fusicatenibacter,0,0.00488342,s11_14,16S only
Fusobacterium,0.011002772,0.036616769,s11_14,shared
Fusobacterium_A,0,0.00502548,s11_14,16S only
Gemella,0.020907092,0.02061691,s11_14,shared
Gemmiger_A,0,0.00017758,s11_14,16S only
GN02-872,0.001399736,0.00039067,s11_14,shared
GN02-873,0.001198703,0.00014206,s11_14,shared
Gp7-AA6,0,3.55E-05,s11_14,16S only
Granulicatella,0.008199163,0.01017527,s11_14,shared
Haemophilus,0.004235169,0.00339176,s11_14,shared
Haemophilus_A,0.023159943,0.00250386,s11_14,shared
Haemophilus_D,0.023921034,0.01022854,s11_14,shared
Holdemanella,0,0.00172252,s11_14,16S only
HOT-345,0.002227975,0.00063928,s11_14,shared
Hungateiclostridium,0,7.10E-05,s11_14,16S only
Hungatella,0,0.00028413,s11_14,16S only
Intestinimonas,0,7.10E-05,s11_14,16S only
JABCPE02,0.001731036,0,s11_14,2b only
JABCPG02,0.000153119,0,s11_14,2b only
JABCPH02,0.00089116,0,s11_14,2b only
JABFSM01,0,0.00015982,s11_14,16S only
Johnsonella,0.000668284,0.00023085,s11_14,shared
Kingella_A,0.000918063,0,s11_14,2b only
Kingella_B,0.000415546,0.00051498,s11_14,shared
Klebsiella,0.000122625,0,s11_14,2b only
Lachnoanaerobaculum,0.001891596,0.00207767,s11_14,shared
Lachnospira,0,0.0129455,s11_14,16S only
Lacrimispora,0,0.00083462,s11_14,16S only
Lactobacillus,0.000122522,0.00049722,s11_14,shared
Lancefieldella,0.002534578,0.00108323,s11_14,shared
Lautropia,0.004891618,0,s11_14,2b only
Lawsonella,8.78E-05,0,s11_14,2b only
Lawsonibacter,0,0.00190009,s11_14,16S only
Leptotrichia,0.026316593,0.038694439,s11_14,shared
Leptotrichia_A,0.002345351,0.00209543,s11_14,shared
Limosilactobacillus,0,0.00046171,s11_14,16S only
Massilioclostridium,0,0.00040843,s11_14,16S only
Mediterraneibacter,0,0.00440396,s11_14,16S only
Megasphaera,0,0.00094117,s11_14,16S only
Mesosutterella,0,0.00060377,s11_14,16S only
Metamycoplasma,0,0.0023618,s11_14,16S only
Methyloversatilis,0,7.10E-05,s11_14,16S only
Mitsuokella,3.58E-05,1.78E-05,s11_14,shared
Mogibacterium,0.013471358,0.00053274,s11_14,shared
Moraxella,0,0.00443947,s11_14,16S only
Neisseria,0.070243103,0.073624209,s11_14,shared
NSJ-38,0,0.00017758,s11_14,16S only
NSJ-50,0,3.55E-05,s11_14,16S only
NSJ-54,0,0.00071032,s11_14,16S only
NSJ-61,0,5.33E-05,s11_14,16S only
Odoribacter,0,0.00131408,s11_14,16S only
Olegusella,2.53E-05,0,s11_14,2b only
Olsenella,0.000982786,0,s11_14,2b only
Olsenella_B,2.44E-05,0,s11_14,2b only
Olsenella_E,0,0.00046171,s11_14,16S only
Oribacterium,0.00311116,0.00333848,s11_14,shared
Ornithobacterium,0.000126489,0,s11_14,2b only
Oscillibacter,0,0.00447499,s11_14,16S only
Ottowia,0.00100869,0.00069256,s11_14,shared
Parabacteroides,0,0.00380019,s11_14,16S only
Paraprevotella,0,0.00035516,s11_14,16S only
Parascardovia,0.00030521,0,s11_14,2b only
Parasutterella,0,0.00031964,s11_14,16S only
Parvimonas,0.00442582,0.00156269,s11_14,shared
Pauljensenia,0.003187476,0.00083462,s11_14,shared
Peptidiphaga,0.003074908,0,s11_14,2b only
Peptoanaerobacter,0.001757017,0.00090565,s11_14,shared
Peptostreptococcus,0.001412935,0.00102996,s11_14,shared
Phascolarctobacterium_A,0,0.0177934,s11_14,16S only
Phocaeicola,0.000786002,0.02447037,s11_14,shared
Porphyromonas,0.067979264,0.051036169,s11_14,shared
Prevotella,0.187911746,0.104398628,s11_14,shared
Prevotellamassilia,0,0.00356934,s11_14,16S only
Propionibacterium,1.68E-05,0,s11_14,2b only
Pseudoleptotrichia,0,0.00907428,s11_14,16S only
Pseudoramibacter,0.00033813,0,s11_14,2b only
Ralstonia,1.02E-05,0,s11_14,2b only
RC9,0,0.00340951,s11_14,16S only
Rodentibacter,0.0004565,0.00081686,s11_14,shared
Romboutsia,0,0.00262817,s11_14,16S only
Roseburia,0,0.02093655,s11_14,16S only
Rothia,0.020165341,0.01289223,s11_14,shared
RQZE01,0,0.00030188,s11_14,16S only
RUG13077,0,0.00021309,s11_14,16S only
Ruminococcus,0,0.00079911,s11_14,16S only
Ruminococcus_A,0,0.00143839,s11_14,16S only
Ruminococcus_B,0,0.0115959,s11_14,16S only
Ruminococcus_C,0,0.00257489,s11_14,16S only
Ruminococcus_E,0,0.00136736,s11_14,16S only
Ruthenibacterium,0,0.00227301,s11_14,16S only
Saccharimonas,0.00228694,0,s11_14,2b only
Scardovia,0.000744256,0.00017758,s11_14,shared
SDRK01,0.000104837,0,s11_14,2b only
SDRW01,0.000583797,0,s11_14,2b only
Selenomonas,0.000645675,0.00074583,s11_14,shared
Selenomonas_A,0,7.10E-05,s11_14,16S only
SFTJ01,0,0.00062153,s11_14,16S only
Shuttleworthia,0.000810898,0,s11_14,2b only
Simonsiella,0.000263912,0,s11_14,2b only
Slackia,0.000234469,0,s11_14,2b only
Soleaferrea,0,0.00042619,s11_14,16S only
Stenotrophomonas,0,8.88E-05,s11_14,16S only
Stomatobaculum,0.000163113,0,s11_14,2b only
Streptobacillus,0,0.00174027,s11_14,16S only
Streptococcus,0.209568503,0.143128577,s11_14,shared
Succinivibrio,0,0.00010655,s11_14,16S only
Sutterella,0,0.00273471,s11_14,16S only
Suttonella,0,7.10E-05,s11_14,16S only
Tannerella,0.026374584,0.00284126,s11_14,shared
Terracidiphilus,0,8.88E-05,s11_14,16S only
Terrisporobacter,0,0.00097668,s11_14,16S only
TM7x,0.001263998,0.00097668,s11_14,shared
Treponema,0.002459417,0.00442171,s11_14,shared
Treponema_B,0.005576785,0.00477687,s11_14,shared
Treponema_C,0.001486782,0.00042619,s11_14,shared
Treponema_D,0.000634873,0.00253938,s11_14,shared
UBA1103,0.001245855,0.00037292,s11_14,shared
UBA1191,0,0.00035516,s11_14,16S only
UBA1417,0,0.00035516,s11_14,16S only
UBA1844,0,5.33E-05,s11_14,16S only
UBA2730,0,0.00060377,s11_14,16S only
UBA2866,0.000317258,0,s11_14,2b only
UBA4285,0.000438778,0.00014206,s11_14,shared
UBA4372,0,0.00245059,s11_14,16S only
UBA5446,0,0.00310763,s11_14,16S only
UBA7748,3.58E-05,0,s11_14,2b only
UBA8529,0,0.00218422,s11_14,16S only
UBA9502,0,0.00161597,s11_14,16S only
UMGS1071,0,0.00023085,s11_14,16S only
UMGS1872,0,0.00186458,s11_14,16S only
UMGS1907,0.001610842,0,s11_14,2b only
UMGS363,0,0.00090565,s11_14,16S only
Vallitalea_A,0,0.00055049,s11_14,16S only
Veillonella,0.033370353,0.01724291,s11_14,shared
W11650,0.000596606,0,s11_14,2b only
Wolinella,0,0.00017758,s11_14,16S only
Abiotrophia,0.000350125,0.0005695,s11_2,shared
Acetatifactor,0,0.00255355,s11_2,16S only
Acinetobacter,6.53E-05,0,s11_2,2b only
Actinomyces,0.003396637,0.00112062,s11_2,shared
Aggregatibacter,0.019837499,0.032920601,s11_2,shared
Alistipes,0,0.00011023,s11_2,16S only
Allisonella,0.001189835,0.00066135,s11_2,shared
Alloprevotella,0.008690278,0,s11_2,2b only
Aminipila,0,0.00099203,s11_2,16S only
Aminivibrio,0,0.00231473,s11_2,16S only
Anaerobutyricum,0,0.00113899,s11_2,16S only
Anaeroglobus,0.000254323,0.00020208,s11_2,shared
Anaerosacchariphilus,0,0.00106551,s11_2,16S only
Anaerotignum,0,0.00016534,s11_2,16S only
Arachnia,0.0025813,0,s11_2,2b only
Aureimonas_A,0,0.00018371,s11_2,16S only
Bacteroides,2.18E-05,0.00789947,s11_2,shared
Bacteroides_D,0.00054181,0,s11_2,2b only
Bariatricus,0,0.00038579,s11_2,16S only
Bergeyella_A,0.000336083,0,s11_2,2b only
Bifidobacterium,0,0.0010104,s11_2,16S only
Blautia_A,0,0.00472131,s11_2,16S only
Brevibacillus,1.14E-05,0,s11_2,2b only
Bulleidia,0.002150029,0.0001286,s11_2,shared
Butyricicoccus_A,0,0.00069809,s11_2,16S only
CAG-115,0,0.00244333,s11_2,16S only
CAG-127,0,0.00062461,s11_2,16S only
CAG-180,0,0.00042253,s11_2,16S only
CAG-279,0,7.35E-05,s11_2,16S only
CAG-302,0,0.00029393,s11_2,16S only
CAG-41,0,0.00042253,s11_2,16S only
CAG-460,0,0.00025719,s11_2,16S only
CAG-475,0,0.00033068,s11_2,16S only
CAG-488,0,0.00194731,s11_2,16S only
Campylobacter_A,0.016548773,0.014274171,s11_2,shared
Campylobacter_B,0.000413625,0,s11_2,2b only
Capnocytophaga,0.009982525,0.00477643,s11_2,shared
Cardiobacterium,0.002390014,0.00124922,s11_2,shared
Carnobacterium,0,7.35E-05,s11_2,16S only
Catonella,0.000370455,0,s11_2,2b only
Centipeda,0.000912658,0.00090017,s11_2,shared
Clostridioides,0,0.00040416,s11_2,16S only
Clostridium,0,0.00093691,s11_2,16S only
Clostridium_AN,0,0.00130433,s11_2,16S only
Clostridium_AP,0,0.00011023,s11_2,16S only
Clostridium_Q,0,0.00011023,s11_2,16S only
Collinsella,0,0.00038579,s11_2,16S only
Corynebacterium,0.00239703,0.00181872,s11_2,shared
Cutibacterium,0.000145243,0,s11_2,2b only
Desulfobulbus,0.002354198,0.00033068,s11_2,shared
Desulfovibrio,5.91E-05,0,s11_2,2b only
Devosia,0,7.35E-05,s11_2,16S only
Dialister,0.002399669,0.00134107,s11_2,shared
Duodenibacillus,0,9.19E-05,s11_2,16S only
Eggerthella,0,0.0001286,s11_2,16S only
Eikenella,0.00149195,0.00115736,s11_2,shared
Emergencia,0,0.00036742,s11_2,16S only
Enterocloster,0,0.00086343,s11_2,16S only
Erysipelatoclostridium,0,0.00014697,s11_2,16S only
Eubacterium_A,0.005917483,0.00112062,s11_2,shared
Eubacterium_B,0.0009591,0.00042253,s11_2,shared
Eubacterium_G,0,0.0004409,s11_2,16S only
Eubacterium_M,0.005717361,0.00073483,s11_2,shared
Eubacterium_N,0.016172474,0.00613587,s11_2,shared
Eubacterium_R,0,0.00150641,s11_2,16S only
F0040,0.006264756,0.014108831,s11_2,shared
F0058,0.003462725,0.00091854,s11_2,shared
F0422,0.00532402,0.00363743,s11_2,shared
F0428,8.60E-05,0.00036742,s11_2,shared
Faecalibacterium,0,0.00633795,s11_2,16S only
Filifactor,0.013463586,0,s11_2,2b only
Flexilinea,0.000682062,0,s11_2,2b only
Fournierella,0,0.0001286,s11_2,16S only
Fretibacterium,0.004271093,0,s11_2,2b only
Fructilactobacillus,0,0.00011023,s11_2,16S only
Fusicatenibacter,0,0.00058787,s11_2,16S only
Fusobacterium,0.028705631,0.090954184,s11_2,shared
Fusobacterium_A,0,0.0084506,s11_2,16S only
Gemella,0.005410785,0.00703604,s11_2,shared
GN02-872,0,9.19E-05,s11_2,16S only
GN02-873,0.000597849,0,s11_2,2b only
Granulicatella,0.004059065,0.00760554,s11_2,shared
Haemophilus,0.011204726,0.012914721,s11_2,shared
Haemophilus_A,0.032336878,0.00541941,s11_2,shared
Haemophilus_D,0.078029819,0.025627371,s11_2,shared
Holdemanella,0,0.00022045,s11_2,16S only
HOT-345,0.004338698,0.00198405,s11_2,shared
Intestinimonas,0,0.0001286,s11_2,16S only
Ishikawaella,0,9.19E-05,s11_2,16S only
JABCPE02,0.002937516,0,s11_2,2b only
JABCPG02,0.000179557,0,s11_2,2b only
Johnsonella,0.000749086,0.00047764,s11_2,shared
Kingella,3.79E-05,0,s11_2,2b only
Kingella_A,0.000198975,0,s11_2,2b only
Kingella_B,0.000121902,0.00060624,s11_2,shared
Klebsiella,5.72E-05,0,s11_2,2b only
Lachnoanaerobaculum,0.001587523,0.00207591,s11_2,shared
Lachnospira,0,0.0042253,s11_2,16S only
Lacrimispora,0,0.00073483,s11_2,16S only
Lactobacillus,0,0.00995701,s11_2,16S only
Lancefieldella,0.000470068,0.0005695,s11_2,shared
Lautropia,0.014564082,0,s11_2,2b only
Lawsonella,3.73E-05,0,s11_2,2b only
Lawsonibacter,0,0.0013227,s11_2,16S only
Leptotrichia,0.001959441,0.00448249,s11_2,shared
Leptotrichia_A,0.002710276,0.00367417,s11_2,shared
Ligilactobacillus,0,5.51E-05,s11_2,16S only
Limosilactobacillus,0,0.00170849,s11_2,16S only
Mediterraneibacter,0,0.00075321,s11_2,16S only
Megasphaera,0,0.00075321,s11_2,16S only
Mesosutterella,0,0.00025719,s11_2,16S only
Metamycoplasma,0,0.0024617,s11_2,16S only
Mitsuokella,2.91E-05,0,s11_2,2b only
Mogibacterium,0.006832568,0.00069809,s11_2,shared
Moraxella,0,0.00161664,s11_2,16S only
Muribaculum,0,5.51E-05,s11_2,16S only
Muricomes,0,0.00034905,s11_2,16S only
Neisseria,0.174447623,0.192471628,s11_2,shared
Odoribacter,0,7.35E-05,s11_2,16S only
Olsenella,0.000260507,0,s11_2,2b only
Olsenella_E,0,9.19E-05,s11_2,16S only
Oribacterium,0.002884101,0.0065584,s11_2,shared
Oscillibacter,0,0.00095529,s11_2,16S only
Ottowia,0.000302637,0.0004409,s11_2,shared
Parabacteroides,0,0.00354558,s11_2,16S only
Paraprevotella,0,0.00055113,s11_2,16S only
Parvimonas,0.00248437,0.00187383,s11_2,shared
Pauljensenia,0.003234656,0.00157989,s11_2,shared
Peptidiphaga,0.000737362,0,s11_2,2b only
Peptoanaerobacter,0.001723087,0.0014513,s11_2,shared
Peptostreptococcus,0.001212067,0.00130433,s11_2,shared
Phascolarctobacterium_A,0,0.00389462,s11_2,16S only
Phocaeicola,0.000281943,0.021696001,s11_2,shared
Porphyromonas,0.192762225,0.124572885,s11_2,shared
Prevotella,0.088538398,0.139379806,s11_2,shared
Prevotellamassilia,0,0.00372929,s11_2,16S only
Propionibacterium,5.89E-05,0,s11_2,2b only
Pseudoleptotrichia,0.000280203,0.00036742,s11_2,shared
Pseudomonas,0,7.35E-05,s11_2,16S only
Pseudophaeobacter,0,3.67E-05,s11_2,16S only
Ralstonia,0.000445216,0,s11_2,2b only
RC9,0,0.00194731,s11_2,16S only
RF16,0,7.35E-05,s11_2,16S only
Rodentibacter,6.06E-05,0.00018371,s11_2,shared
Romboutsia,0,0.00387625,s11_2,16S only
Roseburia,0,0.00666863,s11_2,16S only
Rothia,0.036302091,0.023514721,s11_2,shared
Ruminococcus,0,7.35E-05,s11_2,16S only
Ruminococcus_B,0,0.00762391,s11_2,16S only
Ruminococcus_E,0,0.00016534,s11_2,16S only
Saccharimonas,0.002683844,0,s11_2,2b only
Scardovia,6.20E-05,0,s11_2,2b only
SDRW01,0.001012201,0,s11_2,2b only
Selenomonas,0.000374052,0.00045927,s11_2,shared
Selenomonas_A,0,1.84E-05,s11_2,16S only
SFTJ01,0,0.00022045,s11_2,16S only
Shuttleworthia,8.08E-05,0,s11_2,2b only
Simonsiella,0.000213434,0.00022045,s11_2,shared
Slackia,0.000157701,0,s11_2,2b only
Stomatobaculum,0.00012393,0,s11_2,2b only
Streptobacillus,0,0.0005695,s11_2,16S only
Streptococcus,0.059106952,0.068468243,s11_2,shared
