"Species","col_mpa","col_2bp","Group"
"Prevotella_marshii",7.23e-05,9.227e-05,"s13_6"
"Prevotella_melaninogenica",0.002683924,0.002012943,"s13_6"
"Prevotella_micans",4.46e-05,8.52864e-05,"s13_6"
"Prevotella_nanceiensis",0.000228492,0.000605638,"s13_6"
"Prevotella_nigrescens",0.000938134,0.001111254,"s13_6"
"Prevotella_oris",0.001794641,0.001656933,"s13_6"
"Prevotella_oulorum",0.000133071,0.000170086,"s13_6"
"Prevotella_pallens",0.000760568,0.000686601,"s13_6"
"Prevotella_pleuritidis",0.001662919,0.001801541,"s13_6"
"Prevotella_saccharolytica",0.000137116,0.000202756,"s13_6"
"Prevotella_salivae",2.79e-05,7.46389e-05,"s13_6"
"Prevotella_shahii",0.000486232,0.000420468,"s13_6"
"Prevotella_sp000163055",0.009727863,0.007432117,"s13_6"
"Prevotella_sp000467895",0.000457606,0.000375739,"s13_6"
"Prevotella_sp003043925",2.02e-05,0.000148147,"s13_6"
"Prevotella_sp013333935",3.7e-05,6.14264e-05,"s13_6"
"Prevotella_veroralis",0.00111653,0.000880779,"s13_6"
"Pseudoleptotrichia_goodfellowii",0.000170513,0.000256483,"s13_6"
"Rothia_aeria",0.016879877,0.017323832,"s13_6"
"Rothia_dentocariosa",0.016080519,0.01948051,"s13_6"
"Rothia_mucilaginosa",0.012463128,0.015010369,"s13_6"
"Rothia_mucilaginosa_A",0.000124151,0.000254413,"s13_6"
"SDRK01_sp007845205",0.000294768,0.000252173,"s13_6"
"SDRW01_sp007845485",0.001306646,0.001198726,"s13_6"
"Selenomonas_sputigena",0.00026915,0.000227569,"s13_6"
"Shuttleworthia_satelles",0.000174869,0.000189004,"s13_6"
"Simonsiella_muelleri",0.000331173,0.000251589,"s13_6"
"Streptococcus_constellatus",0.00013276,0.000340216,"s13_6"
"Streptococcus_cristatus",0.00214967,0.001307279,"s13_6"
"Streptococcus_gordonii",0.00056008,0.00092107,"s13_6"
"Streptococcus_infantis",0.004813473,0.000592754,"s13_6"
"Streptococcus_intermedius",0.00052409,0.00067295,"s13_6"
"Streptococcus_oralis_S",0.016084667,0.003061273,"s13_6"
"Streptococcus_parasanguinis_B",0.000372661,0.000375079,"s13_6"
"Streptococcus_rubneri",0.000435514,0.000611679,"s13_6"
"Streptococcus_salivarius",0.00042089,0.000602868,"s13_6"
"Streptococcus_sanguinis",0.006720649,0.003822386,"s13_6"
"Streptococcus_sinensis",3.17e-05,9.14345e-05,"s13_6"
"Tannerella_forsythia",0.000909197,0.001023274,"s13_6"
"Tannerella_sp002890585",0.000252969,0.000293498,"s13_6"
"Tannerella_sp003033925",0.001663956,0.001219137,"s13_6"
"Treponema_B_denticola",0.000202147,0.000356213,"s13_6"
"Treponema_C_lecithinolyticum",0.000101955,0.000133016,"s13_6"
"Treponema_C_maltophilum",7.32e-05,7.29866e-05,"s13_6"
"Treponema_D_buccale",0.000263134,0.00019758,"s13_6"
"Treponema_D_sp014334335",1.35e-06,6.98131e-05,"s13_6"
"Treponema_sp010365865",0.000486232,0.000488789,"s13_6"
"Veillonella_atypica",0.000187834,0.000294994,"s13_6"
"Veillonella_parvula_A",0.002397246,0.003165666,"s13_6"
"Veillonella_rogosae",0.004110987,0.002614399,"s13_6"
"Veillonella_tobetsuensis",0.00045045,0.000625088,"s13_6"
"W11650_sp002999035",2.29e-05,5.58026e-05,"s13_6"
"Actinomyces_dentalis",0.000829552,0.000586634,"s13_7"
"Actinomyces_graevenitzii",0.002272143,0.001995645,"s13_7"
"Actinomyces_massiliensis",0.000162088,0.000386307,"s13_7"
"Actinomyces_naeslundii",0.000351172,0.000600759,"s13_7"
"Actinomyces_oris",0.001473907,0.001173403,"s13_7"
"Actinomyces_sp000220835",0.000790461,0.00087535,"s13_7"
"Aggregatibacter_kilianii",0.000442744,0.000924472,"s13_7"
"Aggregatibacter_segnis",0.00283756,0.002104449,"s13_7"
"Aggregatibacter_sp000466335",0.004220003,0.001861214,"s13_7"
"Allisonella_pneumosintes",0.000585826,0.001084051,"s13_7"
"Alloprevotella_rava",0.001118956,0.001060454,"s13_7"
"Alloprevotella_tannerae",0.036360658,0.032297506,"s13_7"
"Anaeroglobus_geminatus",0.001713637,0.001676428,"s13_7"
"Anaeroglobus_micronuciformis",0.000236598,0.000248674,"s13_7"
"Bacteroides_D_sp013333835",0.000373849,0.000781155,"s13_7"
"Bergeyella_A_cardium",0.001487621,0.001747157,"s13_7"
"Bulleidia_extructa",0.000938942,0.000849323,"s13_7"
"Campylobacter_A_concisus_T",0.006256627,0.004088491,"s13_7"
"Campylobacter_A_curvus",4.75e-05,0.000254401,"s13_7"
"Campylobacter_A_rectus",0.006006206,0.00404716,"s13_7"
"Campylobacter_A_showae_A",1.73e-05,0.00020472,"s13_7"
"Campylobacter_B_gracilis",0.001094659,0.000322613,"s13_7"
"Capnocytophaga_gingivalis",0.001174461,0.001267919,"s13_7"
"Capnocytophaga_granulosa",0.003143594,0.002574452,"s13_7"
"Capnocytophaga_haemolytica",0.000120297,0.000313727,"s13_7"
"Capnocytophaga_leadbetteri",0.002370843,0.002405242,"s13_7"
"Capnocytophaga_ochracea",0.000994879,0.00122914,"s13_7"
"Capnocytophaga_sp000466425",0.006125099,0.004655763,"s13_7"
"Capnocytophaga_sputigena",0.000933111,0.000833505,"s13_7"
"Cardiobacterium_hominis",0.001639018,0.001498321,"s13_7"
"Catonella_morbi",0.000665736,0.000523723,"s13_7"
"Centipeda_massiliensis",0.00017645,0.000283896,"s13_7"
"Centipeda_noxia",0.000918209,0.001028067,"s13_7"
"Centipeda_sp001683335",0.000127316,0.000286876,"s13_7"
"Corynebacterium_durum",0.000611419,0.000633202,"s13_7"
"Corynebacterium_matruchotii",0.00277104,0.002848958,"s13_7"
"Cryptobacterium_curtum",4.75e-06,0.000106688,"s13_7"
"Desulfobulbus_oralis",0.001244652,0.00121652,"s13_7"
"Dialister_invisus",0.003386023,0.003710734,"s13_7"
"Eubacterium_B_infirmum",0.000668004,0.000746993,"s13_7"
"Eubacterium_B_sulci",0.000471577,0.000530243,"s13_7"
"Eubacterium_M_brachy",0.00114498,0.000989585,"s13_7"
"Eubacterium_N_saphenum",0.023753672,0.018692494,"s13_7"
"F0058_sp000163695",0.005065428,0.004419044,"s13_7"
"F0422_sp001553345",5.3e-05,0.00046461,"s13_7"
"Filifactor_alocis",0.018708329,0.015335716,"s13_7"
"Flexilinea_sp001717545",0.000127964,0.000345732,"s13_7"
"Fretibacterium_fastidiosum",9.93e-06,0.000175261,"s13_7"
"Fusobacterium_animalis",0.004194626,0.014095871,"s13_7"
"Fusobacterium_nucleatum_J",0.054413833,0.029773149,"s13_7"
"Fusobacterium_vincentii",0.005584195,0.003124618,"s13_7"
"Gemella_haemolysans_B",0.007129913,0.004023398,"s13_7"
"Gemella_morbillorum",0.001166686,0.001021962,"s13_7"
"Gemella_sanguinis",0.001483518,0.001481549,"s13_7"
"Granulicatella_adiacens",0.002816179,0.003540096,"s13_7"
"Granulicatella_elegans",0.000763032,0.000571096,"s13_7"
"Granulicatella_sp001058355",0.007597171,0.003749672,"s13_7"
"Haemophilus_A_parahaemolyticus",0.00026867,0.000687298,"s13_7"
"Haemophilus_A_sputorum",0.004629703,0.004925224,"s13_7"
"Haemophilus_D_parainfluenzae",0.025827012,0.008940375,"s13_7"
"Haemophilus_D_pittmaniae",0.000139734,0.000524026,"s13_7"
"HOT-345_sp013333605",0.001805749,0.000995757,"s13_7"
"JABCPE02_sp013333255",0.001437084,0.000939004,"s13_7"
"JABCPH02_sp013333235",0.002322357,0.002382705,"s13_7"
"Kingella_A_denitrificans",0.001785988,0.001476214,"s13_7"
"Kingella_B_oralis",0.000597057,0.000443998,"s13_7"
"Kingella_kingae",0.000375253,0.00044355,"s13_7"
"Lachnoanaerobaculum_orale",0.000122025,0.000399957,"s13_7"
"Lachnoanaerobaculum_sp000209465",0.000313485,0.000338331,"s13_7"
"Lactobacillus_delbrueckii",4.75e-06,0.000311208,"s13_7"
"Lancefieldella_rimae",0.002565218,0.00192745,"s13_7"
"Lancefieldella_sp000564995",0.000567793,0.000887315,"s13_7"
"Lautropia_dentalis",0.009851712,0.008817701,"s13_7"
"Lautropia_mirabilis",0.03009874,0.017201424,"s13_7"
"Leptotrichia_A_sp000469505",0.000948877,0.000550845,"s13_7"
"Leptotrichia_A_sp001274535",0.000807415,0.001186611,"s13_7"
"Leptotrichia_buccalis",0.008396594,0.005577301,"s13_7"
"Leptotrichia_hofstadii",0.001170141,0.00127118,"s13_7"
"Leptotrichia_massiliensis",0.000739275,0.000839018,"s13_7"
"Leptotrichia_sp001553645",2.18e-05,0.000549545,"s13_7"
"Leptotrichia_sp002240055",0.003214109,0.003314193,"s13_7"
"Leptotrichia_trevisanii",0.000372337,0.001561441,"s13_7"
"Leptotrichia_wadei_A",0.003205038,0.002251278,"s13_7"
"Mitsuokella_sp000469545",5.15e-05,0.000186333,"s13_7"
"Mogibacterium_timidum",0.003797452,0.004513956,"s13_7"
"Neisseria_elongata",0.00797264,0.008418091,"s13_7"
"Neisseria_sicca_B",0.001047793,0.000517794,"s13_7"
"Neisseria_sp000090875",0.006505212,0.004468123,"s13_7"
"Neisseria_subflava_C",0.150157536,0.016442885,"s13_7"
"Olsenella_uli",7.03e-05,0.000220543,"s13_7"
"Oribacterium_asaccharolyticum",0.000396202,0.000644883,"s13_7"
"Oribacterium_parvum",0.000343505,0.000466831,"s13_7"
"Oribacterium_sinus",0.006014089,0.004825398,"s13_7"
"Ottowia_sp001262075",0.001149948,0.001130856,"s13_7"
"Parvimonas_micra",0.006470116,0.004995741,"s13_7"
"Pauljensenia_hongkongensis",5.6e-05,0.000454948,"s13_7"
"Pauljensenia_sp000278725",0.005390144,0.002546793,"s13_7"
"Pauljensenia_sp000308055",4.71e-05,0.00025426,"s13_7"
"Pauljensenia_sp000411415",0.000162088,6.62089e-05,"s13_7"
"Pauljensenia_sp000466265",5.09e-05,0.000244242,"s13_7"
"Pauljensenia_sp000758755",0.000194916,0.000257206,"s13_7"
"Peptidiphaga_sp000466165",0.000211006,0.000527607,"s13_7"
"Peptoanaerobacter_stomatis",0.000384324,0.001105471,"s13_7"
"Phocaeicola_abscessus",0.000409053,0.000688626,"s13_7"
"Porphyromonas_catoniae",0.000180769,0.000431122,"s13_7"
"Porphyromonas_endodontalis",0.037418061,0.019826462,"s13_7"
"Porphyromonas_gingivalis",0.007817571,0.008951663,"s13_7"
"Porphyromonas_pasteri",0.010365835,0.008074017,"s13_7"
"Porphyromonas_sp000467855",0.000295127,0.000345405,"s13_7"
"Porphyromonas_sp003640335",2.52e-05,0.00013377,"s13_7"
"Prevotella_baroniae",0.002209295,0.002675725,"s13_7"
"Prevotella_buccae",0.001240332,0.00157794,"s13_7"
"Prevotella_conceptionensis",0.003094028,0.002524947,"s13_7"
"Prevotella_denticola",0.007374503,0.007850755,"s13_7"
"Prevotella_enoeca",0.000522654,0.000378283,"s13_7"
"Prevotella_histicola",0.001321106,0.001268996,"s13_7"
"Prevotella_intermedia",0.014288227,0.018979988,"s13_7"
"Prevotella_jejuni",3.37e-05,0.000764939,"s13_7"
"Prevotella_koreensis",0.0019119,0.001568243,"s13_7"
"Prevotella_loescheii",2.29e-05,0.000252264,"s13_7"
"Prevotella_maculosa",0.000244373,0.000384785,"s13_7"
"Prevotella_marshii",0.001077057,0.000837014,"s13_7"
"Prevotella_melaninogenica",0.010945507,0.008916721,"s13_7"
"Prevotella_micans",0.001195734,0.001108001,"s13_7"
"Prevotella_multisaccharivorax",0.002413929,0.002508913,"s13_7"
"Prevotella_nanceiensis",0.001667419,0.001062775,"s13_7"
"Prevotella_nigrescens",0.007050111,0.007534874,"s13_7"
"Prevotella_oralis",0.000537125,0.000701509,"s13_7"
"Prevotella_oris",0.009492225,0.009697973,"s13_7"
"Prevotella_oulorum",0.000630317,0.000755442,"s13_7"
"Prevotella_pallens",0.003363346,0.002968487,"s13_7"
"Prevotella_pleuritidis",0.000101831,0.000580066,"s13_7"
"Prevotella_saccharolytica",3.65e-05,0.000217887,"s13_7"
"Prevotella_salivae",0.000817673,0.000956212,"s13_7"
"Prevotella_seregens",0.000226016,0.000369402,"s13_7"
"Prevotella_shahii",0.002784755,0.002131729,"s13_7"
"Prevotella_sp000467895",0.001809637,0.002596131,"s13_7"
"Prevotella_sp013333285",3.8e-05,0.00025399,"s13_7"
"Prevotella_sp013333935",0.000719514,0.000849993,"s13_7"
"Prevotella_veroralis",0.00199019,0.00150823,"s13_7"
"Pseudoramibacter_alactolyticus",0.00015982,0.000204648,"s13_7"
"Rothia_aeria",0.034381374,0.041254068,"s13_7"
"Rothia_dentocariosa",0.006579506,0.010355428,"s13_7"
"Rothia_mucilaginosa",0.057006911,0.026931123,"s13_7"
"Rothia_mucilaginosa_A",0.008090777,0.009853815,"s13_7"
"Saccharimonas_sp010202265",0.000322879,0.000441302,"s13_7"
"Scardovia_wiggsiae",7.21e-05,0.000277297,"s13_7"
"SDRW01_sp007845485",0.002493083,0.002931953,"s13_7"
"Selenomonas_sputigena",0.000789381,0.000659643,"s13_7"
"Shuttleworthia_satelles",0.001720872,0.001739576,"s13_7"
"Simonsiella_muelleri",0.001047037,0.001078737,"s13_7"
"Slackia_exigua",9.52e-05,0.000367764,"s13_7"
"Streptococcus_constellatus",5.26e-05,0.000903402,"s13_7"
"Streptococcus_cristatus",0.004531219,0.002428316,"s13_7"
"Streptococcus_infantis",0.004077136,0.000954948,"s13_7"
"Streptococcus_parasanguinis_B",0.004038045,0.003919682,"s13_7"
"Streptococcus_salivarius",0.007028514,0.006578968,"s13_7"
"Streptococcus_sanguinis",0.015092618,0.013823241,"s13_7"
"Streptococcus_sinensis",0.000658285,0.000941358,"s13_7"
"Streptococcus_sp000220065",3.89e-06,0.000263413,"s13_7"
"Tannerella_forsythia",0.016602053,0.018688716,"s13_7"
"Tannerella_sp002890585",9.84e-05,0.000254533,"s13_7"
"Tannerella_sp003033925",0.002136944,0.001757532,"s13_7"
"Treponema_B_denticola",0.003801555,0.003960646,"s13_7"
"Treponema_C_lecithinolyticum",0.002315661,0.001905028,"s13_7"
"Treponema_C_maltophilum",0.000393503,0.000283922,"s13_7"
"Treponema_D_buccale",0.000133255,0.000343279,"s13_7"
"Treponema_medium",0.0001609,0.001198754,"s13_7"
"Treponema_sp010365865",0.00040117,0.001450236,"s13_7"
"Treponema_vincentii",2.48e-05,0.000612601,"s13_7"
"Veillonella_atypica",0.005843795,0.005543124,"s13_7"
"Veillonella_parvula_A",0.00247289,0.003496401,"s13_7"
"Veillonella_rogosae",0.002987337,0.003106223,"s13_7"
"Veillonella_tobetsuensis",0.000497062,0.001357645,"s13_7"
"W11650_sp002999035",0.000110578,0.000304014,"s13_7"
"Abiotrophia_defectiva",0.000232102,0.000167879,"s13_9"
"Abiotrophia_sp001815865",0.000372205,0.000280624,"s13_9"
"Actinomyces_dentalis",0.000261807,0.000135834,"s13_9"
"Actinomyces_gerencseriae",5.93e-05,0.000132379,"s13_9"
"Actinomyces_graevenitzii",0.000104266,0.00015945,"s13_9"
"Actinomyces_oris",0.000141306,0.000209377,"s13_9"
"Actinomyces_sp002999235",6.25e-05,8.31608e-05,"s13_9"
"Actinomyces_timonensis",5.77e-06,7.77387e-05,"s13_9"
"Aggregatibacter_actinomycetemcomitans",4.09e-05,0.000147829,"s13_9"
"Aggregatibacter_kilianii",0.000578813,0.000441033,"s13_9"
"Aggregatibacter_segnis",0.010494991,0.007355107,"s13_9"
"Aggregatibacter_sp000466335",0.007519031,0.00354931,"s13_9"
"Allisonella_pneumosintes",0.000553919,0.000702074,"s13_9"
"Alloprevotella_rava",9.83e-05,0.000240515,"s13_9"
"Alloprevotella_tannerae",0.008758554,0.008775056,"s13_9"
"Anaeroglobus_geminatus",0.00048068,0.00053216,"s13_9"
"Arachnia_propionica",0.000149604,0.000296349,"s13_9"
"Arachnia_sp013333945",0.000195062,0.000175578,"s13_9"
"Bergeyella_A_cardium",0.001185886,0.001376269,"s13_9"
"Bulleidia_extructa",0.000475389,0.00029581,"s13_9"
"Campylobacter_A_concisus_T",0.000192056,0.000303148,"s13_9"
"Campylobacter_A_rectus",0.002843794,0.00227855,"s13_9"
"Campylobacter_A_showae_A",0.002697918,0.001749997,"s13_9"
"Campylobacter_B_gracilis",0.001218958,0.000353909,"s13_9"
"Capnocytophaga_gingivalis",0.002793645,0.002669225,"s13_9"
"Capnocytophaga_granulosa",0.003018292,0.003162453,"s13_9"
"Capnocytophaga_haemolytica",4.55e-05,0.000117874,"s13_9"
"Capnocytophaga_leadbetteri",0.01011076,0.010276848,"s13_9"
"Capnocytophaga_ochracea",0.001556528,0.002312,"s13_9"
"Capnocytophaga_sp000192225",0.000151768,0.000326001,"s13_9"
"Capnocytophaga_sp000466425",0.002179476,0.001956315,"s13_9"
"Capnocytophaga_sputigena",0.002689861,0.002645778,"s13_9"
"Cardiobacterium_hominis",0.002889373,0.0029148,"s13_9"
"Cardiobacterium_valvarum",0.000980001,0.00077345,"s13_9"
"Catonella_morbi",0.000918668,0.000718495,"s13_9"
"Centipeda_massiliensis",6.21e-05,0.000224121,"s13_9"
"Centipeda_noxia",0.000276719,0.000475054,"s13_9"
"Centipeda_periodontii",4.32e-05,0.000246717,"s13_9"
"Centipeda_sp000286455",0.00086419,0.000965912,"s13_9"
"Centipeda_sp000468035",8.67e-05,0.000157831,"s13_9"
"Centipeda_sp001683335",0.000205765,0.000404114,"s13_9"
"Centipeda_sp001717585",2.06e-05,0.000199879,"s13_9"
"Corynebacterium_durum",0.000277921,0.000307647,"s13_9"
"Corynebacterium_matruchotii",0.00324883,0.002841579,"s13_9"
"Desulfobulbus_oralis",7.94e-06,8.58766e-05,"s13_9"
"Desulfomicrobium_orale",0.002721489,0.003092024,"s13_9"
"Desulfovibrio_sp000403945",0.000500523,0.000732136,"s13_9"
"Desulfovibrio_sp003860215",0.000238356,0.000302019,"s13_9"
"Dialister_invisus",0.005530769,0.005632065,"s13_9"
"Eikenella_corrodens",0.000820896,0.002693804,"s13_9"
"Eikenella_halliae",0.00254146,0.001165102,"s13_9"
"Eubacterium_B_infirmum",0.000875254,0.001036517,"s13_9"
"Eubacterium_B_sulci",0.000105949,9.24636e-05,"s13_9"
"Eubacterium_M_brachy",0.001576612,0.001614863,"s13_9"
"Eubacterium_N_saphenum",0.001020288,0.00095149,"s13_9"
"F0058_sp000163695",0.004757255,0.004422151,"s13_9"
"F0422_sp001553345",2.91e-05,0.001170607,"s13_9"
"F0422_sp003992055",0.000647842,0.000947883,"s13_9"
"F0422_sp003999875",0.000316284,0.000384488,"s13_9"
"Filifactor_alocis",0.014844083,0.013223814,"s13_9"
"Flexilinea_sp001717545",2.89e-05,9.01319e-05,"s13_9"
"Fretibacterium_fastidiosum",0.001055644,0.001057103,"s13_9"
"Fusobacterium_animalis",0.003341912,0.003086625,"s13_9"
"Fusobacterium_hwasookii",0.004012603,0.003565998,"s13_9"
"Fusobacterium_massiliense",0.00063762,0.000996651,"s13_9"
"Fusobacterium_nucleatum",0.008129953,0.007998553,"s13_9"
"Fusobacterium_nucleatum_J",0.006077832,0.004122509,"s13_9"
"Fusobacterium_polymorphum",0.004691833,0.008457976,"s13_9"
"Fusobacterium_pseudoperiodonticum",0.013025146,0.010016758,"s13_9"
"Fusobacterium_vincentii",0.00131216,0.001696118,"s13_9"
"Gemella_haemolysans_A",0.002223973,0.000827889,"s13_9"
"Gemella_haemolysans_B",0.002241771,0.001175431,"s13_9"
"Gemella_morbillorum",0.00318401,0.002678008,"s13_9"
"Gemella_sanguinis",0.001131048,0.001408443,"s13_9"
"GN02-872_sp003260325",0.000820415,0.001222307,"s13_9"
"GN02-873_sp003260345",0.008125985,0.005580151,"s13_9"
"Granulicatella_adiacens",0.001287145,0.001106802,"s13_9"
"Granulicatella_elegans",0.004226306,0.001724352,"s13_9"
"Granulicatella_sp001058355",0.000479718,0.000459502,"s13_9"
"Haemophilus_A_parahaemolyticus",0.001694467,0.001890479,"s13_9"
"Haemophilus_A_sputorum",7.61e-05,0.000271695,"s13_9"
"Haemophilus_D_parainfluenzae",0.010978558,0.002815433,"s13_9"
"HOT-345_sp003260355",0.003937681,0.002661057,"s13_9"
"HOT-345_sp013333295",0.002289755,0.00130618,"s13_9"
"HOT-345_sp013333605",0.003966904,0.002263414,"s13_9"
"JABCPE02_sp013333255",0.000773394,0.000474399,"s13_9"
"Johnsonella_ignava",0.000455065,0.000527534,"s13_9"
"Johnsonella_sp900766185",0.000949214,0.00052686,"s13_9"
"Kingella_A_denitrificans",0.001628203,0.001397642,"s13_9"
"Kingella_B_oralis",0.000168364,0.000140613,"s13_9"
"Lachnoanaerobaculum_sp000209465",0.000257718,0.000252809,"s13_9"
"Lachnoanaerobaculum_sp000287675",0.00040191,0.000150564,"s13_9"
"Lancefieldella_rimae",0.000736594,0.000676403,"s13_9"
"Lancefieldella_sp000564995",6.7e-05,0.00028589,"s13_9"
"Lautropia_dentalis",0.003861556,0.004173272,"s13_9"
"Lautropia_mirabilis",0.018554352,0.010117883,"s13_9"
"Leptotrichia_A_sp000469505",0.003532885,0.001874551,"s13_9"
"Leptotrichia_A_sp001274535",0.004899523,0.002120148,"s13_9"
"Leptotrichia_buccalis",0.007382897,0.005354382,"s13_9"
"Leptotrichia_hofstadii",0.000792274,0.001024464,"s13_9"
"Leptotrichia_hongkongensis",0.001066107,0.000633427,"s13_9"
"Leptotrichia_massiliensis",0.001165081,0.001029033,"s13_9"
"Leptotrichia_shahii",0.000215867,0.000377897,"s13_9"
"Leptotrichia_sp002240055",0.000583984,0.00075383,"s13_9"
"Leptotrichia_sp013394795",0.000154053,0.00050648,"s13_9"
"Leptotrichia_wadei_A",0.000644114,0.000708864,"s13_9"
"Mogibacterium_diversum",0.000164275,0.000233004,"s13_9"
"Mogibacterium_timidum",0.000617055,0.000751288,"s13_9"
"Neisseria_cinerea",0.010177865,0.011240371,"s13_9"
"Neisseria_elongata",0.035113586,0.038727121,"s13_9"
"Neisseria_sicca_B",0.06078109,0.006919708,"s13_9"
"Neisseria_sp000090875",0.032317535,0.024959402,"s13_9"
"Neisseria_sp002237445",0.000337089,0.000468724,"s13_9"
"Neisseria_subflava_C",0.107018268,0.011036808,"s13_9"
"Olsenella_uli",1.41e-05,0.00012896,"s13_9"
"Oribacterium_parvum",1.56e-06,0.000136179,"s13_9"
"Oribacterium_sinus",0.000139382,0.00024321,"s13_9"
"Oribacterium_sp000160135",3.86e-05,9.53625e-05,"s13_9"
"Ottowia_sp001262075",0.008300001,0.007977027,"s13_9"
"Parvimonas_micra",0.001750268,0.002135852,"s13_9"
"Parvimonas_sp000223315",0.000366914,0.001127974,"s13_9"
"Pauljensenia_cardiffensis",0.000141546,0.000250054,"s13_9"
"Pauljensenia_sp000185285",4.02e-05,0.000167374,"s13_9"
"Pauljensenia_sp000278725",0.001425204,0.000681462,"s13_9"
"Pauljensenia_sp902373545",0.000109437,0.000111075,"s13_9"
"Peptidiphaga_gingivicola",9.81e-05,0.00010219,"s13_9"
"Peptidiphaga_sp000466165",7.32e-05,0.000180867,"s13_9"
"Peptoanaerobacter_stomatis",0.000782654,0.001466935,"s13_9"
"Peptoanaerobacter_yurii",0.000658665,0.000696818,"s13_9"
"Peptostreptococcus_sp900759325",8.86e-05,0.000244461,"s13_9"
"Peptostreptococcus_stomatis",0.002438637,0.001947595,"s13_9"
"Phocaeicola_abscessus",0.000495352,0.000650805,"s13_9"
"Porphyromonas_catoniae",0.001713468,0.001924959,"s13_9"
